LAT	LON	A2023	A2022	A2021	A2020	A2019	A2018	A2017	A2016	A2015	A2014	A2013	A2012	A2011	A2010	A2009	A2008	A2007	A2006	A2005	A2004	A2003	A2002	A2001	A2000
12.75	-6.25	82.67	102.19	56.97	65.82	43.21	106.93	73.96	58.55	48.92	26.75	30.23	35.64	25.44	38.8	38.06	32.38	21.43	22.27	26.52	21.56	20.73	19.23	20.33	21.23
12.75	-5.75	131.76	78.03	50.01	72.12	42.94	82.29	58.52	57.01	48.12	26	33.94	35.32	22.47	42.1	32.14	38.18	24.67	24.15	30.81	21.88	26.86	16.65	16.83	18.16
12.75	-5.25	128.24	58.64	52.68	104.55	54.48	93.76	40.64	50.97	78.56	24.91	34.34	35.51	21.52	42.83	28.7	39.43	26.79	25.29	31.55	23.08	30.05	19.97	17.2	17.22
12.75	-4.75	85.71	47	50.01	129.65	71.07	95.29	46	56.69	86.02	23.27	32.34	35.02	19.48	40.8	27.54	37.07	28.82	25.72	29.65	23.52	33.48	21.96	19.43	16.58
12.75	-4.25	47.13	46.6	45.14	125.16	85.52	119.07	41.91	50.21	63.02	24.78	27.98	32.17	18.83	35.39	24.82	38.14	31.39	25.35	30.87	24.01	37.59	22.57	19.79	15.66
12.75	-3.75	27.6	53.47	88.31	100.39	78.22	162.4	36.19	54.72	45.83	32.73	30.66	28.93	18.43	35.33	21.73	45.62	34.75	27.52	42.7	27.83	40.05	21.41	18.04	17.44
12.75	-3.25	30.76	60.56	95.4	95.44	60.43	205.53	48.66	38.66	105.69	40.71	32.1	41	19.16	40.33	20.89	47.59	39.38	35.81	75.68	27.91	33.67	16.93	16.29	18.36
12.75	-2.75	38.51	63.61	95.16	93.36	64.84	206.31	53.99	33.3	113.43	37.06	30.3	45.6	21.92	35.21	22.39	44.55	41.44	33.79	96.15	22.56	31.58	16.12	15.57	20.84
12.75	-2.25	46.92	68.9	75.05	82.56	63.49	173.4	71.54	34.22	118.37	31.73	23.04	43.54	22.62	28.39	27.97	39.51	40.51	29.37	94.29	21.39	34.22	17.68	16.11	24.62
12.75	-1.75	51.21	77.09	39.7	67.94	42.86	116.43	115.99	43.76	124.74	35.05	22.09	38.75	21.52	27.48	31.01	35.74	38.32	27.03	77.39	22.11	39.09	17.62	16.62	26.62
12.75	-1.25	49.64	83.22	45.4	58.59	37.81	45.96	119.95	39.57	73.85	32.88	21.47	38.26	19.79	25.69	31.48	36.82	38.75	27.75	69.88	21.08	40.81	17.98	16.37	25.72
12.75	-0.75	85.8	80.73	68.59	55.38	36.76	42.82	57.57	36.89	72.01	27.18	19.21	28.51	17.74	22.76	29.82	35.57	36.86	32.14	59.25	21.93	50.12	17.74	14.93	20.7
12.75	-0.25	99.84	70.55	63.84	69.65	38.92	41.26	52.71	31.14	98.34	21.49	17.17	21.32	15.67	19.55	25.77	33.92	32.49	36.52	41.83	25.73	46.41	17.69	17.22	17.35
12.75	0.25	97.02	57.31	42.8	83.38	45.53	33.84	56.98	38.59	113.85	28.71	23.17	18.83	16.1	15.88	22.85	32.9	28.09	38.5	30.54	26.81	35.27	17.6	24.8	22.93
12.75	0.75	86.49	44.77	45.68	89.08	48.27	26.19	48.91	47.41	85.45	35.77	27.75	18.28	16.76	12.61	19.22	32.74	27.87	37.59	32.26	25.95	35.58	17.32	31.81	26.3
12.75	1.25	81.37	41.32	46.44	81.79	42.7	24.77	48.55	53.4	59.11	38.99	29.01	18.19	16.37	13.55	16.99	32.88	29.66	35.28	33.46	26.49	32.29	16.77	33.38	27.93
12.75	1.75	78.61	50.15	36.49	74.53	34.01	26.11	49.87	52.91	55.15	42.97	27.8	20.07	16.3	16.19	17.19	31.76	31.58	29.37	30.52	24.95	24.45	13.87	35.07	23.17
12.75	2.25	68	58.79	52.23	60.36	25.32	33.68	44.67	50.65	52.65	40.49	21.48	19.28	15.55	14.68	18.91	27.24	29.98	26.2	25.8	24.88	28.58	11.59	31.15	19.69
12.75	2.75	60.86	94.05	64.93	69.54	39.81	40.09	41.01	37.8	73.27	34.79	15.49	19.54	17.19	12.02	22.88	20.65	27.07	23.66	26.07	26.17	32.75	13.15	29.87	14.97
12.75	3.25	69.53	98.78	70.86	77.77	55.89	45.33	39.71	26.19	79.89	28.57	17.57	21.08	21.63	14	27.26	20.24	25.14	21.03	30.48	28.21	34.66	14.23	34.47	17.66
12.75	3.75	79.37	77.38	76.93	83.63	67.08	52.06	41.72	36.16	69.68	24	20.77	21.63	25.6	16.22	32.03	21.02	26.45	18.98	30.01	29.87	35	16.99	36.34	20.43
12.75	4.25	70.71	69.75	102.46	81.32	66.39	57.52	31.24	51.97	82.06	21.35	27.7	24.17	25.5	16.4	39.87	23.86	30.29	20.51	27.9	29.62	33.7	20.25	33.61	22.08
12.75	4.75	55.42	110.88	191.51	66.02	81.39	70.09	42.77	68.55	71.96	20.24	25.79	23.54	22.69	16.37	42.46	26.21	28.66	19.15	25.19	29.89	29.2	20.01	28.24	24.6
12.75	5.25	51.41	148.95	244.04	84.56	106.49	80.39	50.67	75.18	68.38	16.97	28.42	20.6	17.8	14.93	41.24	24.41	28.91	26.06	22.47	27.19	25.45	19.56	25.76	27.24
12.75	5.75	49.58	150.77	242.16	77.76	98.3	79.77	48.73	70.19	70.33	20.24	27.48	20.51	16.76	15.51	37.73	22.71	28.2	29.78	27.15	20.87	26.83	23.89	25.69	31.35
12.75	6.25	50.07	264.66	250.18	100.51	34.83	49.09	53.16	60.98	59.64	20.66	22.45	19.93	18.85	20	33.58	21.77	26.68	24.1	29.7	14.98	37.51	24.39	26.08	35.55
12.75	6.75	46.29	230.27	213.14	113.02	26.03	36.64	40.27	50.84	53.1	20.19	22.42	19.65	18.61	19.08	32.53	23.35	27.69	23.18	28.26	15.14	34.66	23.71	25.7	35.74
12.75	7.25	59.4	116.19	187.58	177.24	24.74	60.28	36.82	43.19	39.11	19.59	20.24	22.2	18.74	21.48	23.57	26.49	30.24	23.36	28.02	13.94	36.46	22.38	26.16	39.21
12.75	7.75	84.17	93.67	186.59	216.63	35.12	50.85	41.91	39.6	29.94	19.8	19.39	26.06	18.58	26.97	15.64	30.55	33.62	23.15	27.17	15.57	33.44	21.14	26.39	39.09
12.75	8.25	121.27	64.95	119.33	173.58	47.77	34.77	68.36	34.75	23.54	19.39	19.73	27.95	23.1	32.43	16.39	33.01	35.42	23.31	31.63	16.77	25.15	19.37	25.44	32.33
12.75	8.75	107.89	65.81	95.97	119.44	51.76	26.7	117.69	41.97	20.86	19.5	17.57	24.38	27.81	37.66	17.66	29.42	31.43	23.88	46.76	15.07	21.07	21.33	22.47	31.5
12.75	9.25	72.85	69.33	86.13	102.73	47.53	26.84	116.35	39.08	21.66	19.83	17.37	24.89	28.54	36.49	17.93	25.79	29.38	23.56	49.16	16.23	20.31	23.04	21.96	31.22
12.75	9.75	41.98	79.14	87.34	80.41	37.13	38.76	98.05	40.49	28.8	20.84	15.9	23.79	26.96	32.5	16.34	20.13	26.42	23.47	54.58	18.07	19.54	24.76	17.38	29.77
12.75	10.25	37.71	78.2	110.57	68.19	45.39	49.21	73.19	49.77	33.9	28.43	17.27	24.44	22.55	26.57	16.16	18.13	23.06	23.93	52.66	20.01	16.76	24.45	17.23	30.63
12.75	10.75	29.15	85.94	109.62	49.68	51.63	49.42	58.14	55.71	34.41	34.93	18.55	27.26	21.95	23.45	16.81	17.77	26.03	25.89	41.11	19.75	16.58	20.77	18.02	34.64
13.25	-16.75	76.1	50.39	98.19	217.71	85.23	82.65	127.04	52.28	68.82	106.6	46.51	36.9	35.88	48.46	51.1	50.9	34.37	45.27	46.11	29.06	36.33	23.27	27.9	28.94
13.25	-16.25	72.52	54.18	98.52	169.42	95.69	118.22	118.12	60.01	66.98	155.79	46.27	35	34.77	50.83	48.46	45.92	33.17	42.72	39.13	33.51	40.92	27.69	27.88	27.74
13.25	-15.75	60.39	88.41	79.28	89.48	78.27	122.45	93.61	48.68	68.1	168.11	39.09	32.18	30.59	46.5	39.23	34.03	28.47	38.34	34.88	35.71	43.52	23.56	23.5	28.98
13.25	-15.25	53.2	79.28	116.73	89.22	61.13	94.82	99.2	45.03	56.83	152.93	33.4	28.57	27.89	40.56	33.31	31.21	26.39	32.81	32.09	35.07	42.86	19.22	20.52	28.52
13.25	-14.75	54.78	73.58	119.2	92.97	78.49	94.67	76.06	44.99	45.86	127.98	30.97	24.97	27.69	34.3	32.14	29.66	23.9	29.29	33.05	32.9	41.65	16.01	17.73	27.66
13.25	-14.25	51.2	106.27	141.69	66.78	113.78	72.62	74.24	44.45	47.2	100.44	30.55	23.22	32.77	30.31	29.33	28.18	22.56	26.35	32.76	28.91	41.33	14.27	14.92	27.09
13.25	-13.75	64.81	119.11	209.23	57.63	97.94	60.44	62.63	76.59	61.13	66.94	29.96	21.56	41.09	37.77	35.59	31.62	20.38	22.67	32.15	31.96	50.81	14.76	12.22	26.83
13.25	-13.25	41.03	115.42	259.96	159.09	48.43	66.05	58.56	120.54	50.08	63.63	28.39	20.47	40.65	42.87	44.98	32.74	19.04	22.69	29.33	34	42.26	13.44	10.88	26.94
13.25	-12.75	38.85	93.88	261.73	223.19	44.71	101.52	45.17	94.12	57.58	49.57	35.58	24.23	37.18	32.91	45.61	27.61	20.33	26.39	26.64	34.06	36.7	17.97	16.79	23.28
13.25	-12.25	38.14	93.99	263.96	244.53	48.3	121.55	51.51	103.31	59.61	36.28	41.68	36.29	49.93	26.08	54.82	24.97	23.7	34.8	25.26	39.74	25.92	27.55	26.16	23.88
13.25	-11.75	41.07	91.38	270.28	221.81	49.1	104.4	48.21	102.75	58.23	29.74	44.07	44.86	59.55	31.96	55.84	23.55	25.2	39.26	24.91	44.02	20.72	34.95	29.17	26.04
13.25	-11.25	35.7	88.61	238.62	128.82	57.66	94.15	48.74	103.04	58.28	30.3	45.45	42.57	54.53	28.35	59.1	25.05	24.42	37.26	23.85	44.05	22.08	31.64	29.67	25.2
13.25	-10.75	42.48	67.39	196.83	62.67	69.19	59.09	60.23	48.37	63.62	26.01	37.27	47.6	58.66	33.84	47.36	24.68	22.54	34.57	23.59	40.95	23.72	40.07	24.82	24.55
13.25	-10.25	41.44	48.99	134.82	93.55	76.2	61.54	76.68	42.08	80.62	24.59	36.24	44.81	53.6	28.78	46.4	27.31	21.41	27.31	24.75	33.47	30.97	35.16	18.8	23.33
13.25	-9.75	68.18	45.59	77.08	114.35	73.96	59.98	69.95	52.2	75.62	26.23	37.59	39.25	50.31	21.16	49.1	46.15	21.44	20.08	25.49	31.47	31.22	31.73	18.91	23.93
13.25	-9.25	102.42	32.23	80.05	120.03	61.06	57.44	56.9	53.69	63.68	26.72	35.85	34.52	41.15	22.9	44.43	66.96	26.33	15.84	27.62	27.96	31.54	28.08	19.77	20.73
13.25	-8.75	98.5	25.42	85.06	100.5	39.39	68.08	87.78	71.87	67.58	25.88	30.31	32.84	29.36	27.89	48.44	66.57	31.79	17.68	27.05	27.8	35.95	24.6	18.01	20.63
13.25	-8.25	42.06	38.82	54.15	125.86	45.87	50.61	85.36	84.35	88.66	25.29	35.54	31.85	32.98	25.8	44.93	72.35	30.28	17.37	26.91	27.18	36.3	25.32	17.95	20.72
13.25	-7.75	44.55	38.22	61.34	114.54	38.69	55.24	83.33	84.96	89.8	22.36	30.19	30.05	27.31	27.85	48.47	60	30.75	18.29	27.54	26.12	31.52	23.03	19.83	19.87
13.25	-7.25	36.03	41.32	52.03	99.6	40.76	49.1	77.21	76.09	83.09	25.48	23.6	34.18	27.34	28.79	50.72	42.55	27.23	22.13	28.15	22.25	21.3	20.26	22.87	20.47
13.25	-6.75	24.48	54.12	34.65	77.54	56.65	58.34	77.69	57.54	65.23	27.34	22	38.31	28.7	34.5	48.41	29.79	20.15	26.3	26.07	22.03	16	15.71	26.96	23.86
13.25	-6.25	32.23	63.15	41.88	65.6	60.95	66.28	66.93	47.18	37.81	24.14	31.08	36.16	27.06	42.84	43.3	28.3	22.82	22.53	27.25	21.33	16.59	17.63	22.57	22.46
13.25	-5.75	31.67	47.39	33.01	58.31	57.34	49.47	63.12	47.75	55.58	22.34	40.87	38.03	21.06	41.25	35.26	30.17	26.46	27.39	30.83	20.04	22.69	16.04	18.07	20.63
13.25	-5.25	34.42	37.99	34.44	75.52	65.61	76.77	50.54	48.91	88.3	22.51	43.46	39.57	18.88	39.52	30.75	30.62	28.59	30.82	30.6	21.6	27.07	18.33	19.62	19.67
13.25	-4.75	25.53	40.27	31.94	94.19	77.4	78.89	60.14	44.85	94.95	21.91	41.79	40.34	17.39	36.29	29.22	29.53	30.63	31.82	29.58	23.68	31.32	19.89	20.29	18.91
13.25	-4.25	30.51	46.72	34.92	97.43	81.19	83.46	44.24	34.71	68.86	23.1	37.3	38.28	16.9	39.97	26.39	29.73	33.37	30.86	26.19	27.08	34.99	20.92	20.16	17.76
13.25	-3.75	24.46	47.71	77.92	70.04	66.78	100.67	35.52	47.77	40.52	31.84	29.88	38.87	20.87	47.09	22.8	36.05	37.05	30.21	22.86	38.62	36.27	21.18	20.84	23.16
13.25	-3.25	26.43	56.93	102.76	71.65	41.92	124.58	75	37.13	53.01	39.65	26.52	52.37	20.35	48.38	21.71	37.91	42.79	38.98	27.42	51.18	30.71	17.67	22.1	26.66
13.25	-2.75	25.31	61.22	102.43	70.08	41.47	130.37	67.62	36.23	70.7	36.52	24.21	55.28	20.02	37.44	20.83	37.2	47.57	36.53	45.86	33.15	28.42	18.78	19.49	22.55
13.25	-2.25	24.31	60.74	81.34	69.21	43.84	112.52	65.24	33.83	79.89	36.08	24.17	49.98	20.76	25.47	25.8	34.71	47.79	30.98	56.87	22.58	30.65	20.68	17.16	27.99
13.25	-1.75	31.49	58.24	47.82	71.58	46.7	76.24	72.05	43.94	78.44	41.86	22.58	42.1	20.21	29	27.93	32.15	44.93	27.48	56.92	23.75	35.94	19.41	17.94	27.2
13.25	-1.25	43.71	62.97	29.03	68.43	32.77	37.38	63.41	47.28	62	39.85	22.4	40.58	19.2	26.78	28.77	32.05	45.5	28.26	55.71	22.98	39.5	19.53	18.32	27.56
13.25	-0.75	51.59	67.65	36.36	75.7	44.2	35.23	73.91	42.81	70	34.84	19.64	29.19	17.45	26.32	28.17	28.69	40.8	31.52	41.03	25.55	49.88	18.87	16.61	23.92
13.25	-0.25	59.04	50.75	35.32	93.69	41.74	33.14	69.12	36.36	69.57	24.48	17.91	24.18	17.47	21.02	23.89	24.93	33.06	33.46	33	29.27	45.78	18.49	16.59	18.59
13.25	0.25	58.47	41.05	49.54	111	35.08	29.52	59.71	35.79	65.42	24.47	23.5	21.89	18.11	14.23	18.04	22.32	25.21	32.93	31.13	27.6	33.96	18.12	18.98	21.72
13.25	0.75	54.69	41.07	57.83	119.85	38.28	27.86	50.55	36.89	61.82	30.2	27.45	22.21	18.9	15.01	16.37	26.33	28.85	30.34	32.88	23.67	25.33	17.74	25.12	24.67
13.25	1.25	73.58	40.54	43.09	116.1	35.3	30.05	47.75	52.94	62.65	33.17	28.66	22.58	19.4	15.48	16.59	26.5	30.86	27.65	33.73	22.73	24.41	17.87	27.47	24.23
13.25	1.75	75	42.05	32.72	110.18	28.91	30.05	49.97	53.74	59.74	36.88	26.96	24.72	20.13	16.1	16.73	24.49	31.91	24.53	32.69	19.96	27.08	16.18	30.37	22.09
13.25	2.25	61.67	47.03	37.29	96.62	19.35	25.33	46.65	51.15	52.93	36.49	20.99	23.01	18.8	14.57	18.27	20.31	29.03	22.23	28.31	21.08	36.57	15	28.57	19.31
13.25	2.75	45.56	69.06	47.76	77.28	25.72	30.16	40.41	44.58	50.69	33.32	17.5	20.67	16.92	12.81	22.7	17.57	25.24	19.72	25.95	24.69	45.78	15.3	25.58	15.15
13.25	3.25	35.55	63.67	71.52	60.96	39.65	36.14	41.12	38.47	54.27	28.9	16.94	19.76	20.95	13.23	26.94	18.98	22.64	17.16	32.43	29.01	52.47	14.66	30.08	14.4
13.25	3.75	37.44	47.47	86.74	75.01	52.77	43.05	49.72	42.26	49.05	24.87	17.43	21.19	24.19	13.72	30.94	22.56	23.14	18.98	34.6	31.87	54.27	15.8	32.52	16.45
13.25	4.25	43.1	52.94	127.99	83.64	56.97	54.35	37.85	40.7	53.73	21.16	23.54	23.45	24.74	15.49	37.71	28.52	28.17	18.99	33.19	30.76	51.01	21.73	32.69	18.18
13.25	4.75	45.89	171.51	233.98	77.09	77.98	66.1	51.64	54.86	69.24	18.97	21.2	23.08	23.68	15.36	38.68	30.55	26.74	18.44	30.42	30.9	42.03	24.38	30.52	21.74
13.25	5.25	46.89	256.51	305.14	70.51	93.81	71.65	61.97	63.63	75.56	17.97	24.88	21.47	21.39	14.26	36.63	28.56	25.33	20.97	31.98	28.37	31.97	22.64	26.53	26.71
13.25	5.75	45.58	274.54	318.39	78.07	76.14	65.71	60.04	53.64	68.71	24.38	24.85	20.42	18.51	17.25	33.77	24.05	26.68	21.79	31.54	22.19	27.21	21.88	29.43	32.19
13.25	6.25	45.42	291.17	327.19	114.97	54.1	44.37	46.16	48.86	43.96	25.74	21.42	21.53	18.21	20.98	31.84	21.43	25.76	20.06	32.66	14.36	40.76	22.09	31.94	33.33
13.25	6.75	51.75	221.26	250.86	72.89	31.72	39.86	39.87	44.32	32.06	24.78	21.08	21.47	17.72	20.52	30.11	21.25	25.1	19.42	31.32	15.02	38.71	21.78	30.91	32.21
13.25	7.25	65.5	104.46	172.84	60.03	29.91	42.34	48.37	43.77	31.36	23.84	20.24	24.17	17.45	21.25	22.85	23.45	21.58	18.67	29.62	15.54	44.4	22.6	32.14	32.69
13.25	7.75	57.23	59.37	113.13	75.9	26.63	64.03	43.74	42.14	25.56	22.2	20.73	27.38	21.54	25.17	14.99	26.03	22.32	21.47	29.63	17.23	44.28	24.7	32.75	32.05
13.25	8.25	48.54	56.23	83.85	64.69	33.4	67.83	46.04	36.2	21.88	20.18	21.7	28	28.32	31.02	16.06	27.32	24.62	27.9	40.16	17.95	36.74	25.22	31.24	28.91
13.25	8.75	49.84	58.33	63.61	71.38	34.51	41.83	85.93	43.79	24.22	18.82	19.62	23.94	34.55	37.07	17	26.43	22.6	28.48	56.89	15.91	32.08	25.75	27.46	30.55
13.25	9.25	46.3	63.65	60.96	71.33	33.05	47.22	93.95	43.87	26.43	19.12	19.1	24.43	34.47	36.98	16.57	25.66	21.82	27.26	61.53	16.96	31.05	28.04	26.66	30.04
13.25	9.75	35.07	67.07	64.09	58.58	35.45	33.37	78.17	44.87	33.99	19.18	16.93	23.25	31.91	33.04	15.68	22.05	20.69	23.07	64.57	20.79	27.21	28.77	21.65	30.24
13.25	10.25	35.04	61.08	56.67	41.65	40.68	32.23	54.22	46.32	40.26	21.03	16.45	24.27	26	26.36	14.67	18.67	19.44	27.16	60.49	24.42	22.49	26.99	22.06	37.36
13.25	10.75	31.62	64.25	67.93	33.2	52.68	30.51	36.11	54.9	43.21	27.6	19.62	26.27	19.53	22.54	14.18	17.89	22.32	29.31	49.35	24.36	22.26	22.52	26.79	41.06
13.75	-16.75	51.81	61.1	58.8	112.61	59.1	62.19	54.11	43.71	34.63	72.86	26.87	25.69	26.8	47.37	46.46	41.64	36.62	40.23	31.35	24.73	29.14	22.53	18.65	29.64
13.75	-16.25	53.54	74.02	53.71	52.2	77.98	85.56	93.07	40.03	48.88	98.27	34.66	24.01	23.23	46.69	44.4	37.09	34.73	34.61	29.35	28.38	33.62	27.08	21.44	28.53
13.75	-15.75	68.86	87.01	60.45	63.71	71.13	73.09	68.71	25.86	45.13	102.26	34.96	26.1	24.81	40.85	33.78	30.24	28.05	28.69	30.97	30.9	36.62	21.76	19	29.77
13.75	-15.25	85.37	90.08	85.87	71.7	59.31	55.09	45.24	26.37	36.08	91.44	32.27	25.39	25.73	35.04	30.98	27.74	27.92	28.51	32.13	30.9	36.84	17.37	16.29	29.21
13.75	-14.75	84.38	75.16	82.03	68.76	51.25	58.94	55.59	24.15	31.92	76.2	28.13	23.53	30.18	29.89	30.31	27.68	25.79	26.06	32.49	29.35	36.4	14.57	13.66	28.19
13.75	-14.25	66.56	71.47	92.36	49.64	45.99	54.74	54.56	31.13	24.49	61.99	27.2	21.71	34.8	25.24	28.39	26.2	21.58	22.21	33.09	25.93	37.15	12.95	11.36	26.8
13.75	-13.75	55.35	81.1	127.75	50.37	43.62	43.5	37.14	48.09	27.68	49.34	33.91	19.25	41.77	29.32	25.85	27.02	16.7	22.17	34.56	29.65	48.44	12.25	10.13	23.9
13.75	-13.25	59.83	87.24	173.88	110.26	51.05	49.85	44.6	63.86	46.1	53.53	32.46	17.8	35.82	30.53	32.26	27.15	18.08	21.22	29.96	33.86	46.5	13.02	9.31	23.54
13.75	-12.75	64.15	82.33	170.68	128.49	73.55	62.4	46.13	58.59	61.88	44.54	29.97	23.1	31.96	24.77	32.97	26.78	21.09	26.86	24.83	37.41	29.45	18.65	11.57	20.59
13.75	-12.25	65.86	81.68	171.54	143.68	79.92	68.44	47.15	69.22	65.76	34.21	31.99	33.35	41.78	26.36	32.99	24.98	26.62	34.99	22.25	36.44	20.61	26.07	17.66	19.89
13.75	-11.75	71.23	82.29	179.71	125.85	76.56	59.8	46.61	53.36	62.75	28.94	33.81	38.11	49.41	27.63	39.31	23.36	29.46	38.38	22.3	33.12	18.61	31.65	20.39	21.24
13.75	-11.25	81.88	73.76	148.27	85.05	88.68	71.47	30.57	79.56	72.15	29.7	33.94	37.48	45.39	27.21	34.55	24.35	28.16	38.12	21.89	35.58	17.52	29.06	20.19	20.99
13.75	-10.75	111.54	51.53	129.01	71.13	92.98	50.11	46.54	45.69	60.76	26.42	29.98	35.91	48.86	28.14	40.4	20.76	27.57	36.21	22.4	24.87	17.67	34.8	18.36	21.5
13.75	-10.25	107.57	42.98	100.74	111.98	92.22	61.98	53.81	44.49	73.93	24.29	31.64	31.98	44.03	24	35.53	22.05	24.68	31.16	21.69	25.63	17.03	31.06	18.4	22.11
13.75	-9.75	76.22	41.43	72.33	114.07	84.25	66	41.74	48.68	72.73	25.39	40.65	28.23	41.78	25.22	41.08	41.67	21.53	24.4	21.44	26.93	18.24	32.02	18.68	25.9
13.75	-9.25	39.49	38.07	52.12	88.82	67.7	60.14	44.91	48.39	58.07	24.54	45.85	25.86	33.93	30.87	39.37	64.13	22.97	17.65	24.68	25.58	25.16	31.24	20.06	22.34
13.75	-8.75	56.77	29.78	47.93	105.99	42.2	72.63	38.12	63.51	68.58	26.8	37.12	24.65	24.16	33.5	51.92	67.95	23.35	16.16	26.06	28.63	30.61	25.69	16.15	18.32
13.75	-8.25	26.39	43.28	40.74	163.91	63.73	47.36	47.41	70.01	90.27	25.59	45.71	24.84	26.91	33.29	48.37	74.01	23.32	17.7	25.97	25.47	31.95	28.51	18.09	17.85
13.75	-7.75	33.07	42.7	46.07	136.85	48.66	58.73	46.17	67.94	76.04	27.32	35.99	26.96	24.95	34.08	50.97	62.74	22.36	16.98	27.63	28.01	27.84	22.47	18.72	18.22
13.75	-7.25	27.38	42.22	42.36	122.74	51.55	51.48	43.77	65.1	69.59	27.94	24.87	32.02	27.14	30.04	52.48	44.62	20.37	22.15	29.04	27.85	19.31	17.24	23.49	18.94
13.75	-6.75	19.27	41.48	27.71	117.77	73.96	39.33	51.76	56.64	65.39	24.88	20.22	36.27	30.05	33.07	50.04	29.13	19.11	28	27.07	22.84	16.11	15.05	29.52	18.38
13.75	-6.25	14.92	43.1	27.53	104.05	76.5	34.14	50.75	34.77	37.35	21.51	22.09	34.27	27.62	37.46	45.15	24.77	22.37	23.94	23.94	18.58	17.68	19.38	25.61	19.5
13.75	-5.75	15.42	42.31	27.52	54.96	67.25	33.04	44.31	41.06	49.06	22.98	33.7	37.47	20.86	31.28	36.23	23.15	27.8	32.05	25.92	18.07	22.92	14.86	18.62	18.82
13.75	-5.25	18.41	43.59	33.1	57.65	54.9	33.52	46.81	60.51	69.82	23.61	37.98	39.79	17.23	32.03	31.61	22.41	30.54	35.45	25.26	19.24	27.3	15.52	19.38	18.34
13.75	-4.75	29.33	42.18	32.62	57.33	51.88	38.05	46.7	61.35	69.76	23.46	38.77	41.29	15.26	35.04	28.13	21.74	32.98	36.7	22.54	20.34	31.48	16.69	19.26	18.76
13.75	-4.25	43.12	44.72	29.52	50.97	48.4	37.64	47.67	40.18	48.06	21.93	38.39	40.25	14.33	38.92	23.7	20.98	36.5	37.03	20.22	26.02	35.76	18.42	18.09	23.09
13.75	-3.75	40.99	58.42	46.62	60.31	38.78	39.12	36.91	43.69	43.5	26.32	37.7	40.6	15.76	45.21	21.34	24.82	41.54	36.33	23.3	39.15	40.72	19.63	23.92	31.08
13.75	-3.25	27.45	61.88	69.59	85.45	32.98	50.97	70.25	51.58	35.84	31.2	32.64	49.71	15.47	43.07	24.43	26.51	45.66	32.55	22.82	62.7	42.19	16.19	24.21	34.62
13.75	-2.75	31.95	63.69	72.12	85.31	35.04	48.83	65.13	51.5	35.5	28.46	31.44	48.44	18.67	31.43	17.86	26.62	51.31	31.9	36.41	44.9	26.3	17.38	20.04	28.46
13.75	-2.25	29.25	60.1	58.78	84.69	35.23	47.8	67.53	47.26	36.1	28.73	29.87	41.43	19.85	19.94	21.07	25.74	52.19	31.68	46.65	22.68	22.52	20.7	16.81	27.83
13.75	-1.75	31.09	50.94	48.09	88.64	41.5	52.13	81.17	63.01	42.13	35.06	27.27	33.96	19.65	25.61	22.08	24.46	49.02	30.88	47.02	20.28	25.63	19.08	16.19	26.31
13.75	-1.25	48.16	45.82	28.92	82.46	38.14	42.91	50.41	53.78	51.47	34.06	26.55	31.89	19.17	25.03	22.92	23.42	49.6	30.22	44.95	19.87	29.36	18.21	16.12	26.64
13.75	-0.75	46.77	46.07	46.59	86.11	63.9	41.28	81.78	47.68	56.6	32.12	18.59	27.31	16.45	30.4	23.12	19.68	42.51	24.75	33.76	25.24	38.12	16.88	16.03	24.37
13.75	-0.25	32.34	47.88	49.19	98.14	86.58	36.96	97.31	49.31	56.15	23.65	17.18	33.38	16.58	29.84	21.06	19.21	33.18	26.06	27.49	27.36	36.02	16.14	15.87	21.03
13.75	0.25	23.11	36.59	44.99	110.52	87.45	32.62	80.78	41.52	53.51	19.91	22.36	35.83	18.48	23.62	17.41	20.44	26.19	25.4	25.42	24.15	33.1	17.18	15.58	21.63
13.75	0.75	23.94	29.72	49.22	117.36	59.15	29.74	47.57	32.29	52.75	23.32	25.78	34.32	20.1	16.5	17.43	24.08	27.13	23.35	25.98	19.11	28.8	18.09	16.77	26.33
13.75	1.25	48.04	27.91	37.45	114.91	23.54	30.64	35.46	48.14	58.72	25	26.8	32.74	20.13	17.64	17.61	25.18	26.95	22.05	26.76	17.27	27.04	17.88	17.53	25.15
13.75	1.75	55.51	28.75	24.92	114.93	28.17	30.54	36.81	54.39	56.4	27.69	24.95	26.08	20.96	17.02	16.38	24.82	25.23	20.97	27.06	17.26	28.67	17.8	21.97	20.37
13.75	2.25	49.3	33.72	26.9	107.41	20.27	26.49	35.77	51.24	52.49	28.17	19.93	24.6	19.84	16.09	15.58	21.62	22.6	19.96	24.77	17.01	38.5	16.99	22.75	18.48
13.75	2.75	41.23	36.52	37.04	92.44	18.23	21.61	31.34	42.21	45.84	26.76	18.02	21.88	17.88	14.75	19.96	21.65	19.63	18.12	22.31	20.73	51.19	15.75	20.88	15.67
13.75	3.25	38.85	39.29	55.51	71.17	18.48	25.71	34.24	33.79	41.11	24.11	17.55	20.38	17.85	14.43	23.32	22.87	20.11	17.86	24.28	24.27	63.42	14.38	24.73	12.75
13.75	3.75	29.27	36.21	68.52	49.37	25.4	35.17	35.58	35.43	46.56	21.23	16.63	21.47	21.24	16.2	25.01	24.85	19.8	18.64	27.68	25.5	69.51	14.98	26.83	13.11
